video_id,caption
229NvV0SRHw_0_5.avi,A baby is drinking at the table.
Sq7Vt6KC9Yg_17_35.avi,garlic and pepper are being mixed.
a28s_wyqkyc_68_77.avi,A man is running.
CTIKmoEigCI_3_30.avi,A kitten tags a small dog.
FHwC2THZJfA_0_10.avi,A raccoon-like animal is hanging off two ropes suspended from the ceiling.
s8utHZYTNTs_35_42.avi,Someone cuts a circle out of a piece of pink paper and cuts into the center on one side with scissors.
nMBSDpB3WB8_5_14.avi,A girl is singing.
vub04F8CWng_32_41.avi,A pair of zebras are playing with each other.
7EOqi_6rnkg_36_44.avi,A man in a gorilla suit plays a bongo in a shopping center.
AzMrltkXGJk_0_10.avi,A boy bangs on the window.
gtixLEvO2Us_0_6.avi,A woman is dancing.
hoinj6vyQ2g_8_16.avi,A young man is playing a guitar.
O9yLRzpPp44_167_190.avi,A woman is putting on lipstick with a brush and talking.
Z3m9V8qPXhQ_13_24.avi,A man playing drums.
uO7Eysrs8_k_80_90.avi,A man rides a street bike through the town.
dMH0bHeiRNg_3_14.avi,A man is dancing onstage.
MW21lp833Vo_143_149.avi,A man is crying while tying a rope into a noose.
jD4o_Lmy6bU_117_137.avi,Someone is rolling dough into balls with their hands.
EA-J-Y6QjUo_40_61.avi,A cat opens a drawer and climbs in.
5JSbxHECb-I_97_110.avi,Ingredients are shown being mixed.
9BScZRpF7SI_31_36.avi,A boy sitting at a picnic table watches a man hurdle over the table and do a back flip.
z0Si1XxMibg_0_30.avi,A baby gets licked by a dog.
yOnRm3TP6hM_0_12.avi,A puppy is doing the moonwalk.
dJCtOz32dnw_40_60.avi,Steve Martin  doing a magic act with eggs.
Je3V7U5Ctj4_768_773.avi,Someone is turning over chicken wings with tongs.
bDoCQEwghZU_201_211.avi,A man is spinning in a chair.
WTf5EgVY5uU_15_19.avi,A woman is cutting meat.
dtwXtwJByYk_5_14.avi,A woman is sitting in a field talking to herself as she is writing something down on paper.
sFExO_PW22s_10_18.avi,Two large fish are swimming opposite directions in the ocean.
puineN1UMto_25_29.avi,A squirrel is hopping back and forth in the grass on it's hind legs.
ulPvRmNfXK4_96_100.avi,A man holding an umbrella has jumped a hurdle and a wall.
kWLNZzuo3do_48_53.avi,A woman cuts a small piece of rind off a lemon.
Li3umATsU0E_1_5.avi,A cat staring into the camera meows.
UXs3eq68ZjE_49_54.avi,Someone pours tomato sauce from a can into a saucepan and stirs with a wooden spoon.
rw9h_574HxE_70_74.avi,A man and woman are riding a bicycle.
F44bLc6t7-I_1_8.avi,A chef is serving food and speaking.
bxjFqtfJlMs_18_27.avi,A man adds some salt and black pepper powder to a bowl containing poultry seasoning and mixes the three ingredients with a spoon.
D1tTBncIsm8_248_254.avi,"A boy takes a drink from a plastic cup, makes a face, and tosses the liquid toward some plants, hitting a camera sitting on the ledge."
kWLNZzuo3do_262_270.avi,A woman adds noodles to a pan of boiling water and stirs with chopsticks.
_WRC7HXBJpU_386_391.avi,A woman places rices in a pot.
ZN2_czSBSD0_240_250.avi,A man is running towards a tornado in an open field.
Z3rj9LbCOaM_0_12.avi,Baby otters playing in a pool.
Q-soOsOLIGQ_0_22.avi,A man is instructing a boy about batting.
0hyZ__3YhZc_279_283.avi,Someone is pouring oil into a kettle from a plastic bottle.
b_BuSVZwq6M_1_9.avi,A man makes a great play in a cricket game.
FWzsXeXCwuc_106_110.avi,A monkey is climbing at the head of a statue.
9LOJmQQktHA_10_18.avi,A man gets excited about the fire he lit.
inLBPVG8oEU_18_24.avi,A young man is dancing alone.
NV6pq1W-I4g_7_16.avi,A woman is smoking a cigarette.
wzfkC2TjdeQ_0_31.avi,A baby is repeatedly kissing his reflection in a mirror.
VZ6H73nH7xs_27_33.avi,A cartoon is swinging.
-joBOHlg5J0_72_80.avi,A woman powders her face.
D1tTBncIsm8_681_688.avi,A young man is hammering nails into a strip of wood with a camera.
x_8RiVI6rH8_41_54.avi,"A boy made a skull ""talk"" by moving the mouth with his hands."
fX5G_JwPlLo_640_660.avi,A man is slicing the tape on a box to open it.
_O9kWD8nuRU_70_76.avi,A woman is cutting the peel off a potato with a large knife.
NjblUomxFQo_100_108.avi,Women are using a blender.
nBJV56WUDng_38_47.avi,a man pealing a banana
2I20ZTFHheg_96_104.avi,A person cuts a sock.
u4kMN1jamdM_10_20.avi,A woman riding a horse on the beach.
unhiT2D6WvE_0_20.avi,A cat playing in a box.
ObBss94n3gI_35_46.avi,A man slices an onion.
rw9h_574HxE_127_133.avi,"A woman and a man, with their arms around each other, are walking in the woods."
EBWPZIjtnTM_1_6.avi,a lady talking on the phone
ficwZQYmRLE_5_20.avi,A large white dog sniffs a small yellow duck who then pecks the dog on his face.
0hyZ__3YhZc_352_356.avi,Someone pours tomato sauce from a can into a kettle containing vegetables and meat.
jPBxl9gFqNY_110_117.avi,A chef pours oil into a pot.
Oq3FV_zdyy0_843_855.avi,The girl is using sign  language.
8PQiaurIiDM_143_151.avi,A man cuts the toe off a brown boot with a sword.
05gNigkqfNU_11_23.avi,A person pealing a potato
t4vP-cXXWkY_14_20.avi,A long-eared animal with a long tail is hopping.
EKL6elkbFy0_16_30.avi,A pencil is being sharpened.
gnEE6oWoz7U_124_132.avi,A man fires a revolver.
-_hbPLsZvvo_49_55.avi,A person is slicing carrots.
AjZ-R3LFMzo_18_23.avi,A motorcycle rider is shown performing stunts on his motorcycle.
aeA-HN7BMdo_52_58.avi,a woman cutting a tomato
2YhDTpzxd3c_149_154.avi,A woman feeds a man food.
Zqmx-nXhLAg_0_10.avi,"A young man is holding and petting a small animal, while another another man watches."
Ffv7fhL1EDY_177_184.avi,Two teams of men are playing soccer on a grass field.
a-cek0mvXxE_15_25.avi,A man is polishing a floor.
nq4hG6qgyPs_370_377.avi,The man is browning onions.
DLcuZ-HnHZc_0_10.avi,A woman petting a wallaby outside.
auFXfsCzAvQ_1_15.avi,A dog tries to drink from a pool.
MICawzo1MqI_3_13.avi,A man is making a call on his mobile.
HZqscSWtHmo_24_34.avi,A man sings into a microphone.
vloe_60s_dk_0_9.avi,The man shot his gun.
1dA1RQgPN3c_72_82.avi,A woman draws the face of a ghost on a sheet.
yyxtyCaEVqk_250_264.avi,A man cutting carrots.
lfGlDg47How_93_98.avi,A man is putting butter into a bowl.
Xxcv5jvRmcg_39_46.avi,A woman picks a lobster from a box.
98shpdib9sg_55_62.avi,A boy is moving his shoulders from side to side.
VU4qLrk5axA_40_58.avi,A soccer team practicing drills.
16iNk1hLJt4_37_40.avi,Six young runners are lined up at the starting line of a racetrack waiting for a man to tell them to start.
e-sf-hyrkTs_20_35.avi,A girl is playing a flute.
wgrrQwLdME8_0_10.avi,"A young boy, standing on a couch, is singing into a microphone and playing the guitar."
eTnlw7v8ea0_36_50.avi,"Someone is dropping french fries individually into a large kettle and deep frying them, periodically stirring them with a slotted spoon."
25NmudB2fqg_0_7.avi,Apollo Creed slugs Rocky.
4PayIIIOeIs_230_238.avi,A man takes a shot at a target outside.
9IrWyZ0KZuk_160_166.avi,A man is playing an electric guitar.
0hyZ__3YhZc_418_424.avi,Someone is pouring a spice into a measuring spoon and pouring it into a kettle of chili.
CHFXTeQWXjo_206_212.avi,Bruce Lee kicking several students in a fight.
kWLNZzuo3do_206_213.avi,A woman pours a powdery substance into a bowl of clear liquid and stirs the mixture with chopsticks.
Y4BeJ-64294_20_30.avi,A man shoots at a barrel.
rwHT2SuNOi8_240_255.avi,A chef seasons some bacon.
s0hwEUC5emA_127_132.avi,A woman shakes the hand of a man at the door.
NjCqtzZ3OtU_62_67.avi,A woman puts water into a pot.
77iDIp40m9E_3_9.avi,A puppy kicks dirt on it's mother.
b97TK8XVLHE_40_50.avi,A man is smiling as he reads an email message.
VfqlfprZsaQ_75_85.avi,Three women in harem costumes are dancing in front of an audience.
n2NLoLNecgI_168_178.avi,A girl is playing violin.
WV9K6MbLjHA_106_116.avi,One man is riding a horse in a field.
ACOmKiJDkA4_161_170.avi,Someone is inserting a yellowish-brown substance into a rice ball.
KPPCwmU5OHQ_227_238.avi,A man puts chicken broth in a pot.
xSmfK498DjI_1_20.avi,A girl is doing tricks with a butterfly knife.
WqwcWk1In_g_46_54.avi,A cow eating hay.
gqxpGOHUH9k_113_119.avi,Many men and women are dancing in the street.
UbmZAe5u5FI_26_33.avi,A woman sprinkles a white substance into a glass bowl of sliced cucumbers.
tzd3AYTZq0U_0_6.avi,A small dog laying on the bed.
MWvCcwTw7Ac_154_181.avi,A dog biting on a can.
KPPCwmU5OHQ_424_430.avi,Someone is cutting cooked chicken into bite-sized pieces.
zTn-nNj5Bng_61_77.avi,A woman is riding her horse.
xy9LLUUZ6ic_50_60.avi,Someone is typing on a stenography machine.
8MVo7fje_oE_153_158.avi,A man pours pasta on a plate from a rectangular plastic container.
FTh5zPk34bQ_16_30.avi,A bald man is bleeding as his scalp is slit in a checked pattern while pins are driven into it and all over his face.
mbesJaS6vwg_187_195.avi,Eggs are being cooked in a pan.
UbmZAe5u5FI_111_115.avi,Someone turns a fish over on a small grill.
qvg9eM4Hmzk_1_9.avi,A bearded man lifts the back of a blue truck up and down.
vulNlhUI6m0_7_27.avi,Jack Nicholson is being patted down in a bathroom.
urXDqw3S34I_12_17.avi,A car is driven down the road.
OVEe1DMsOq0_43_52.avi,A number of ferrets wander around in a cage.
9Q0JfdP36kI_19_27.avi,A woman is slicing and cutting meat.
J4otiwOjQy8_98_112.avi,A man is cutting up a tubular looking white vegetable with a purple rind.
7d1d2WlEnKs_0_12.avi,A kitten comes out of a cardboard box and runs into a paper tube.
mF6ijhSrbBQ_32_40.avi,An otter is sliding on ice.
nZSFn51l3hc_480_485.avi,Someone is slicing two uncooked racks of ribs apart.
0hyZ__3YhZc_485_490.avi,Someone is stirring chili in a kettle.
uxEhH6MPH28_69_85.avi,Chicken is being season.
ri5AyXzxb4o_201_215.avi,A man is shooting at a target.
ysTmUTQ5wZE_17_45.avi,A baby panda bear is crawling.
qeKX-N1nKiM_133_142.avi,A woman is coating vegetables in a bowl of flour then frying them in a kettle using chopsticks.
kWLNZzuo3do_251_260.avi,A woman is stirring grabs in a pot.
4lXdVS697DQ_10_25.avi,Two men sail on a boat.
Kf8oZGHDTt4_4_13.avi,Rocky and Apollo jogging on the sand.
lvFYUmDSOvU_34_38.avi,A horse gets up off of the ground.
crfrKqFp0Zg_15_25.avi,A man is playing a flute.
6t0BpjwYKco_261_284.avi,A woman deep fries a coated pork chop using chopsticks.
0SMOK2ql7Pg_5_12.avi,A cat scratches a board in the sink.
88DOMJ11q2M_34_43.avi,Animation of a woman showering.
4_WZN7uW0NY_140_145.avi,Two women are sweeping the water out the door of a flooded room.
uO7Eysrs8_k_106_114.avi,A man riding a motor bike than sliding in a puddle.
bmOy6p87TWI_26_35.avi,A man has a conversation with a younger man.
aeA-HN7BMdo_16_33.avi,A demonstration of how to cut an onion.
BR4yQFZK9YM_101_110.avi,A woman is running on a treadmill.
KeSQ5Rv7eH8_73_79.avi,A Monkey waits on people in a restaurant.
nCtZFOYAlvQ_44_49.avi,a person skiing down a moutain
wFPmKChNrhU_3_11.avi,A man rides his horse in the dessert.
y8SDRc4IOjs_94_99.avi,Meat is being chopped.
d_BWuttLRFM_42_52.avi,A boy plays a flute.
veE0E79dEEc_18_45.avi,A chef doing a demonstration about slicing potatoes.
M_TP6UTrh30_343_358.avi,A band is performing for a large crowd.
NVGGgncVq-4_111_117.avi,A girl is running as the ground is cracking open behind her and she drops her stuffed bear.
o_mWZWcm2r4_10_15.avi,Two people are climbing up a wall using protective gear.
2YhDTpzxd3c_240_245.avi,A man breaks a slab of concrete that is lying on a prone man with a sledge hammer.
77iDIp40m9E_159_181.avi,A chimpanzee practicing martial arts.
6ZhKOK08tgM_225_233.avi,A man who is crying goes up to another man who appears to sympathize.
4wT7zM8XgXQ_5_11.avi,A driver crashes out of a parking spot.
f9_bP219ehQ_63_70.avi,A man being interviewed at a park event.
0hyZ__3YhZc_380_384.avi,"Someone pours water into a tomato sauce can, swishes it around, then pours the water into a kettle of chili."
me1D1WZ0yNM_120_124.avi,Someone drills a hole in a strip of wood with a power drill.
ItFqogTmAvQ_281_286.avi,"A woman is standing talking on a cell phone, and the scene flashes to a man who appears to be listening on his cell phone."
kRNHJSc4AXE_220_228.avi,A woman is dancing by a large tree in the rain.
JXSkYkiKO0I_42_46.avi,A man does push-ups.
z_qf7tOnHVg_81_89.avi,A man is eating a banana.
m1c04pCYGxA_57_64.avi,a woman climbing a mountain
kquB3rIgfGk_525_532.avi,A guy is cutting cucumber.
giLxPCgLLqg_9_19.avi,A man catches the ball in a game of cricket.
IhwPQL9dFYc_130_136.avi,A woman is slicing tofu into strips.
L6dEUQ6WiHY_171_186.avi,A young man drinks down a fish in a glass of water.
5U3xz9Ovmhk_9_15.avi,A man puts flour and water into a small bowl and stirs with a spoon.
jcRCn7MeSbo_71_82.avi,A girl talks to a dog.
9gbUM9oHBNI_557_563.avi,A man is drinking a clear liquid from a glass.
gtIz1u8g1F0_3_13.avi,An elephant leads it's young.
8yuPGwxwdPs_1_10.avi,A young man is showing and talking about a Christmas card that has a moving ornament on a tree when the man manipulates the card.
IpHJffM3G1c_439_446.avi,A man is spreading butter on a split half loaf of bread.
_JVxurtGIhI_32_42.avi,A woman sings on stage.
VahnQw2gTQY_315_320.avi,Someone is cutting an onion with a large knife.
e4QGnppJ-ys_6_14.avi,A man is skateboarding on a half pipe and he tries to do a flip and fails.
UqBafx3iRKw_22_29.avi,A tiger club is playing with a ball.
u9E9HpuJQ7U_29_43.avi,A chef cooking vegtables.
IiTzJQE67FA_36_46.avi,A man is telling a story to people with masks.
aK8liAv-28s_72_82.avi,A dragon moving in a room
DBvSfds3FH4_76_80.avi,A woman is kneading dough.
qqYysi3qotc_148_195.avi,A woman is braiding her hair.
z2kUc8wp9l8_40_46.avi,a soccer player kicking a soccer ball to himself
1rECrfrdNTo_200_207.avi,A woman add some egg yolk to some stir fry.
kWLNZzuo3do_17_23.avi,A woman is cutting an onion up.
kWLNZzuo3do_152_164.avi,A woman is cutting shrimp.
UoPU8F9mus8_258_262.avi,A lady is exercising.
B4foOe9kUgY_0_8.avi,"A panda is sitting on his bottom, moving his bottom back and forth as if to scratch it."
_O9kWD8nuRU_77_81.avi,A woman is cutting a peeled potato into chunks with a knife.
LF51fban_x4_300_325.avi,A man making a bed in a hotel.
N6SglZopfmk_97_111.avi,A man applying shaving cream to his face.
-dm-ds5rRaM_44_52.avi,Ussain Bolt winning a race.
6t0BpjwYKco_254_258.avi,Someone is coating a pork chop in a glass bowl of flour.
ywMLb2VfHbI_13_20.avi,A gerbil is running in his wheel.
-FugkxLmGO4_5_16.avi,A husky and her pup stare happily out of a cage.
8yS2wqwActs_2_14.avi,A dog runs in the back yard.
5XxshEdcfAM_96_107.avi,Lionel Richie dancing on the ceiling.
6t0BpjwYKco_200_205.avi,A woman cracks an egg into a small glass bowl.
hxZ-5wELSJM_0_12.avi,Two men are playing table tennis in front of an audience.
-wa0umYJVGg_271_276.avi,A person is cutting beef.
l57mQZvDaL4_10_30.avi,A cat is grooming a large dog with it's tongue.
ItFqogTmAvQ_389_395.avi,A woman and a man are holding hands and running towards the ocean.
Ms3QdGIzltU_1_16.avi,A brown Hamster is eating some nutshells placed on a table.
k8l4ETsylVY_9_18.avi,A dog is swimming in a pool.
q8t7iSGAKik_11_31.avi,A man is maneuvering a soccer ball with his feet.
lsanQj2yacs_80_85.avi,A girl jumps on a car.
NMlKMfiHSho_1_15.avi,A cat is trying to use it's mouth and paws to get a small plastic bottle someone is holding.
OKBLPpAPp9c_2_17.avi,A person is drawing on a piece of paper.
BVilbVCo9sU_1_11.avi,A large cat is watching and sniffing a spider.
WTf5EgVY5uU_18_23.avi,A woman is cutting meat.
02Z-kuB3IaM_2_13.avi,A black boar is running in the woods.
0hyZ__3YhZc_302_307.avi,Someone stirs chopped vegetables in a kettle with a wooden spatula.
xXlWsBhFvis_6_10.avi,A heavy woman is exercising in her living room.
TsagxA4DKuc_28_41.avi,A man is sweeping a room.
IhwPQL9dFYc_153_170.avi,Someone is stir-frying a ground substance in a wok.
bxDlC7YV5is_0_12.avi,A boy is playing a key-board between the people.
pUPKsHTDZTo_70_85.avi,Two men working on a high building.
SrDE9-cDz48_4_12.avi,A red panda is grooming itself with it's tongue.
Gw0FU733zzg_58_66.avi,A monkey pulls the tail of a dog.
BefkDBj5gSw_104_109.avi,A man is walking down a stone path.
nq4hG6qgyPs_184_195.avi,A man is cutting bread.
XtQdAPV2UZs_4_11.avi,A man picks up the front of a blue convertible.
1dfR0A_BXjw_590_600.avi,A man eats a piece of bread.
lfGlDg47How_110_115.avi,A man pours something from a can into a white bowl.
elQqQfux7Po_12_22.avi,A dog is eating a slice of watermelon someone is holding over a plate.
gHyXstpe_N8_140_150.avi,Someone is peeling off the pepperonis on a pizza slice.
s7znbqra118_91_97.avi,A band marches in a parade.
onW5hJXnI5s_10_16.avi,A horse and rider are running a fence jumping course.
hkkmKk9LcQk_36_43.avi,A man is eating a banana.
MY-rGamtAJc_6_22.avi,A cat stares out of the window.
QklHhN8pQBE_0_10.avi,A guy is singing.
Tied-t1fFsk_15_20.avi,A man is shooting a gun.
30PpKtVT8Z4_35_50.avi,A man is singing and playing the guitar.
IhwPQL9dFYc_137_143.avi,A woman cuts tofu into square cubes.
ACOmKiJDkA4_130_144.avi,"A woman places a piece of meat in a skillet, covers the pan, then removes the lid and turns the meat with a spatula."
MF88IYF2MHY_25_59.avi,An angry cat hissing and scratching.
6GJ1DNOGDAM_223_233.avi,A woman is brushing and straightening her hair with a straightening iron while talking.
YRSOc193Pxc_68_73.avi,A boy attacks a piece of red paper with a pair of scissors.
W8l_ezoU8Lc_156_162.avi,A man is playing guitar.
PHDmVhShE80_78_82.avi,A woman cracks an egg into a glass bowl.
VahnQw2gTQY_288_293.avi,The person is cutting an orange bell pepper.
tIMDKdMnNYM_266_273.avi,A girl is doing make-up on her cheeks and forehead with a brush.
dfOuTx66bJU_11_14.avi,"A man is sitting on a large rock playing a flute, and the scene flashes to a woman standing in a field."
80D0ylOqPJ8_0_5.avi,A dog is walking on his front two legs with his hind legs in the air.
edqyq4Q-7uU_103_109.avi,The man danced on the stage.
hW8TKz2Aea4_5_12.avi,Someone is holding a hedgehog in their hand.
9Q0JfdP36kI_56_64.avi,A woman peels a small onion or garlic clove with her fingers and then cuts it with a knife.
W_iR4YVCxUY_8_15.avi,A black colored pet dog is biting a stuffed toy fish.
6njscWrdnM0_8_18.avi,"Each time a man karate kicks a mannequin he falls down, so he finally starts punching the mannequin with his fists until it falls."
1sffYOXq4Iw_23_49.avi,a person cutting a potatoes
e40bBP0_AbE_64_67.avi,A guy is in water.
O_Pst-uryQI_1_14.avi,"A woman appears to be hit by lightening and is bleeding at the mouth, and a crying man holds her prone body as they talk to each other."
CquJjlNuotg_147_155.avi,A man is cutting a cardboard plate with scissors.
kk3TIio1-Uw_5_14.avi,A man a playing a violin.
tqxRDVKtkSY_30_45.avi,A man and woman are hugging.
jdAbpLooDgM_10_15.avi,"A man does the moonwalk with a kart, while shopping."
8MVo7fje_oE_166_171.avi,A man pours red sauce from a pitcher onto a plate of pasta.
m1NR0uNNs5Y_224_230.avi,Someone is slicing a red bell pepper into strips.
Ms3QdGIzltU_10_20.avi,A hamster is eating nuts or seeds.
JIoiUNOXGaI_98_104.avi,"A woman, who is talking, opens a closet door and makes a face as she closes it."
aRo8x3xXeEA_3_8.avi,The snowboarder is doing tricks.
qypmR4O1Gwk_0_10.avi,Two animals are fighting.
98Alrg4pFXs_148_153.avi,two men doing round house style kicks against each other.
9HDUADeA2xg_3_31.avi,A puppy plays with a ball.
fr9H1WLcF1A_326_336.avi,Many boys in a fenced yard are fighting with toy swords.
kKGehSw5ht8_39_45.avi,"A man holds his hand in the air, while staring at an object."
2HpZvL-_fiY_40_44.avi,Models dancing in living room
q-a6NEotUX8_5_10.avi,"Two teams are playing soccer, and one team makes a goal."
fqly5kyO2MI_10_20.avi,A jackal is walking around in a field.
AKVBK-0veE8_5_12.avi,A person driving a car backs up.
klFyrnrUSck_87_100.avi,A woman is frying food.
ZnLgsasu82g_71_81.avi,A boy rides a bike on a fence.
c2a0GcoJAjw_52_73.avi,A group of workers are sculpting.
LwicaralvS0_90_104.avi,A man pours sugar in his coffee and drinks it.
3mbBbFH9fAg_21_29.avi,A group of men is smiling.
kZfBt5me3Pg_2_7.avi,"A man, driving down the street, is toting a woman on the back of his motorcycle."
J3_hkgu6MGc_43_52.avi,"A car driven down the street at night stops, and people start to get out."
HPFLN5azwtA_56_63.avi,A badger digs a hole.
IhwPQL9dFYc_143_147.avi,A woman pours oil from a small glass bowl into a wok-like skillet.
HN-ccxID8IM_3_10.avi,A lemur is sitting on the ground looking around.
fjDvKHkmxs0_119_126.avi,A man driving a car.
hJFBXHtxKIc_118_123.avi,Someone pours oil from a bottle into a saucepan.
4D1o4FC8YbA_29_39.avi,A woman dances in the rain out side.
0lh_UWF9ZP4_38_46.avi,A woman pours a liquid and seasonings in a small glass bowl and whips them with a wire whisk.
7M-jsjLB20Y_11_30.avi,A cat play with a hand.
LyYJiKxHZz0_0_10.avi,Runners are racing on a stretch of road.
eZLxohGP4IE_147_158.avi,A man is cutting a thin piece of plywood in strips with a hunting knife.
0hyZ__3YhZc_341_348.avi,Someone puts two measuring spoonfuls of something from a jar into a kettle of vegetables.
VahnQw2gTQY_274_280.avi,A person slices a bread.
Rm-RnxN4oHA_215_225.avi,A man firing rounds outdoors.
3chNlP5TeO8_0_10.avi,A plane shoots out of water.
e996zZ0uV_A_152_163.avi,A boy is adding juice in the cup.
c2MwqFYVE7A_40_45.avi,A man shoots at a target.
0hyZ__3YhZc_388_394.avi,Someone pours to kinds of beans from bowls into a kettle of chili.
m1NR0uNNs5Y_160_166.avi,A woman is peeling cloves of garlic with her hands.
tZmDWltBziM_70_80.avi,a man falling down in the street
nc8hwLaOyZU_1_19.avi,A monkey is riding a bicycle with training wheels in circles.
uVPnDJKt1M0_0_6.avi,A car being driven.
0lh_UWF9ZP4_165_170.avi,Someone is deep frying shrimp on sticks in a large saucepan.
BGG0uYWZBdw_6_12.avi,A man does a stunt on a bmx bike.
yId1rg5-ac0_40_50.avi,Two women are wrestling in their underwear.
aeA-HN7BMdo_34_41.avi,a women cutting broccoli up
8MVo7fje_oE_85_90.avi,Someone pours water from a glass jar into a rectangular plastic container.
iyAoiWeD53k_120_127.avi,"One woman is cooking some kind of coated meat in a pan on a hotplate, when another woman pours a white liquid into the pan."
qvSxiVV7jhw_0_15.avi,A small dog walking in a  swimming pool.
2YhDTpzxd3c_166_170.avi,"A man is climbing up a knotted rope suspended from the ceiling, when the scene flashes to the same man splashing water on his face from an outdoor container."
1mIyMRPV8kg_9_17.avi,"A man is playing basketball with a large black dog, and the dog dribbles the ball and makes a basket."
-AwoiGR6c8M_10_14.avi,A boy is playing a key-board.
wsj_dzz33Ko_31_41.avi,A man is cutting leaves.
Je3V7U5Ctj4_634_639.avi,"Someone folds a flour tortilla with cheese in half in a metal pan, using their fingers and a spatula."
1dfR0A_BXjw_524_532.avi,A man cuts some bread.
GlW6n43pUQA_0_12.avi,A man is dancing.
5PpPOGU_0aA_65_75.avi,A couple are conversing in a gazebo.
V--abChiVVc_30_40.avi,An assemble of men dancing.
9WpJxn-2h1o_122_150.avi,An old man is sitting in a chair reading the newspaper.
B-Lsf7ZKf5c_10_25.avi,The man is pouring fuel on the flag.
_0nX-El-ySo_83_93.avi,A man is cutting a piece of paper in half lengthwise using scissors.
fr9H1WLcF1A_141_148.avi,A man is smiling while talking on a cell phone.
lGk1MA6YP-M_36_48.avi,A woman rides her horse at walking speed.
BefkDBj5gSw_233_240.avi,A man is riding a bicycle on the grass in the rain.
88p7U5CnoYU_1_10.avi,A panda is patting his side.
DcDYRpa34W8_11_25.avi,A baby is laughing.
lFyPUgJCmtU_100_110.avi,A man jumping rope
q9ew_nITQWY_54_62.avi,Two teams are playing cricket.
IhwPQL9dFYc_78_88.avi,A woman is chopping green onions into small pieces.
HqbVbPvlDoM_0_11.avi,A woman and dog are walking together.
DIebwNHGjm8_27_38.avi,A man riding fast on a street bike.
r0E-0ntoNWo_20_30.avi,A small rabbit looking rodent is sitting in someone's palm and eating a piece of broccoli.
aC-KOYQsIvU_25_31.avi,Someone is stirring something in a saucepan with what appears to be a stick.
HkpUWzNNVt4_20_30.avi,Two couples are interacting.
u9prcUCHlqM_503_511.avi,"A man is taking pictures of a woman sitting in a pew, while another woman is standing holding up a large piece of something flat."
Qwn0Ni9G5ow_64_69.avi,a car traveling through the city
gHyXstpe_N8_116_125.avi,A man takes a piece of pepperoni pizza out of a pizza box and puts it on the lid after he closes the box.
fjDvKHkmxs0_72_87.avi,Two men are loading into a trunk.
WTf5EgVY5uU_100_104.avi,The lady is cracking eggs into a bowl.
